product_id,name,brand,price,type,ingredients_parsed
p00136,Elizabeth Arden Retinol Ceramide Capsules Line Erasing Night Serum - 30 Pieces (Sleeved Version),Elizabeth Arden,42.0,Serum,"[""cyclopentasiloxane"", ""dimethicone crosspolymer"", ""c12-15 alkyl benzoate"", ""bht"", ""c18-36 acid triglyceride"", ""camellia senensis leaf extract"", ""ceramide np"", ""ceamide ns"", ""cyclohexasiloxane"", ""dimethiconol"", ""ethylhexyl cocoate"", ""helianthus annuus  seed oil"", ""laurylmethacrylate/glycol dimethacrylate crosspolymer"", ""lecithin"", ""olea europaea  fruit oil"", ""palmitoyl tetrapeptide-7"", ""palmitoyl tripeptide-1"", ""persea gratissima  oil"", ""phytosphingosine"", ""phytosterols"", ""polysorbate 20"", ""propylene glycol dicaprylate/dicaprate"", ""retinol"", ""sorbitan laurate"", ""tetrahydrodiferuloylmethane"", ""phenoxyethanol""]"
p00137,Tan-Luxe Super Glow Body Hyaluronic Self-Tan Serum 150ml,Tan-Luxe,35.0,Serum,"[""water"", ""glycerin"", ""dihydroxyacetone"", ""hydrolyzed soybean fiber"", ""hyaluronic acid"", ""beta vulgaris  root extract"", ""brassica oleracea acephala  leaf extract"", ""sodium hyaluronate"", ""rubus idaeus  seed oil"", ""cocos nucifera  oil"", ""persea gratissima  oil"", ""salvia hispanica  seed oil"", ""vaccinium myrtillus  fruit extract"", ""theobroma cacoa  seed extract"", ""aloe barbadensis  leaf juice"", ""caffeine"", ""palmitoyl carnitine"", ""tocopheryl acetate"", ""ascorbic acid"", ""retinyl acetate"", ""erythrulose"", ""cyclopentasiloxane"", ""polyacrylamide"", ""c13-14 isoparaffin"", ""glyceryl acrylate/acrylic acid copolymer"", ""dimethicone crosspolymer"", ""dimethicone"", ""pvm/ma copolymer"", ""laureth-7"", ""laureth-23"", ""laureth-4"", ""butylene glycol"", ""ethylhexylglycerin"", ""parfum"", ""limonene"", ""geraniol"", ""hexyl cinnamal"", ""benzyl salicylate"", ""sodium metabisulfite"", ""citric acid"", ""tetrasodium edta"", ""phenoxyethanol"", ""sclerotium gum"", ""lecithin"", ""xanthan gum"", ""triethylene glycol"", ""potassium sorbate"", ""ci 17200 ""]"
p00138,La Roche-Posay Rosaliac AR Intense Serum 40ml,La Roche-Posay,19.5,Serum,"[""aqua / water / eau"", ""glycerin"", ""isostearyl neopentanoate"", ""butylene glycol"", ""pentylene glycol"", ""polysorbate 20"", ""tambourissa trichophylla leaf extract"", ""glyceryl acrylate/acrylic acid copolymer"", ""dimethicone"", ""dimethiconol"", ""ammonium polyacryldimethyltauramide /ammonium polyacryloyldimethyl taurate"", ""disodium edta"", ""acetyl dipeptide-1 cetyl ester""]"
p00139,La Roche-Posay Toleriane Ultra Cream,La Roche-Posay,18.5,Serum,"[""aqua / water"", ""isocetyl stearate"", ""squalane"", ""butyrospermum parkii butter / shea butter"", ""dimethicone"", ""glycerin"", ""aluminum starch octenylsuccinate"", ""pentylene glycol"", ""peg-100 stearate"", ""glyceryl stearate"", ""cetyl alcohol"", ""dimethiconol"", ""sodium hydroxide"", ""acetyl dipeptide-1 cetyl ester"", ""acrylates/c10-30 alkyl acrylate crosspolymer""]"
p00140,Clinique Even Better Clinical Radical Dark Spot Corrector + Interrupter 30ml,Clinique,45.0,Serum,"[""water\\aqua\\eau"", ""cyclopentasiloxane"", ""dimethicone"", ""polysilicone-11"", ""isododecane"", ""butylene glycol"", ""ascorbyl glucoside"", ""peg-10 dimethicone"", ""peg-6"", ""morus bombycis  root extract"", ""scutellaria baicalensis root extract"", ""camellia sinensis leaf extract"", ""cucumis sativus  fruit extract"", ""saccharomyces lysate extract"", ""hordeum vulgare  extract\\extrait d'orge"", ""salicylic acid"", ""triticum vulgare  germ extract"", ""cholesterol"", ""oryza sativa  bran extract"", ""squalane"", ""acetyl glucosamine"", ""sodium hyaluronate"", ""caffeine"", ""isohexadecane"", ""betula alba  bark extract"", ""trametes versicolor extract"", ""sodium rna"", ""glycyrrhetinic acid"", ""dimethoxytolyl propylresorcinol"", ""di-c12-18 alkyl dimonium chloride"", ""helianthus annuus  seedcake"", ""yeast extract\\faex\\extrait de levure"", ""caprylyl glycol"", ""propylene glycol dicaprate"", ""ammonium acryloyldimethyltaurate/vp copolymer"", ""acrylamide/sodium acryloyldimethyltaurate copolymer"", ""polysorbate 20"", ""tocopheryl acetate"", ""polysorbate 80"", ""tromethamine"", ""sodium hydroxide"", ""hexylene glycol"", ""disodium edta"", ""sodium benzoate"", ""sodium metabisulfite"", ""sodium sulfite"", ""phenoxyethanol"", ""yellow 6"", ""yellow 5 ""]"
p00141,Elizabeth Arden Retinol Ceramide Capsules Line Erasing Night Serum - 60 Pieces (Sleeved Version),Elizabeth Arden,72.0,Serum,"[""cyclopentasiloxane"", ""dimethicone crosspolymer"", ""c12-15 alkyl benzoate"", ""bht"", ""c18-36 acid triglyceride"", ""camellia senensis leaf extract"", ""ceramide np"", ""ceamide ns"", ""cyclohexasiloxane"", ""dimethiconol"", ""ethylhexyl cocoate"", ""helianthus annuus  seed oil"", ""laurylmethacrylate/glycol dimethacrylate crosspolymer"", ""lecithin"", ""olea europaea  fruit oil"", ""palmitoyl tetrapeptide-7"", ""palmitoyl tripeptide-1"", ""persea gratissima  oil"", ""phytosphingosine"", ""phytosterols"", ""polysorbate 20"", ""propylene glycol dicaprylate/dicaprate"", ""retinol"", ""sorbitan laurate"", ""tetrahydrodiferuloylmethane"", ""phenoxyethanol""]"
p00142,VICHY Minéral 89 Hyaluronic Acid Hydration Booster 75ml,VICHY,30.0,Serum,"[""aqua / water"", ""peg/ppg/polybutylene glycol-8/5/3 glycerin"", ""glycerin"", ""butylene glycol"", ""methyl gluceth-20"", ""carbomer"", ""sodium hyaluronate"", ""phenoxyethanol"", ""caprylyl glycol"", ""citric acid"", ""biosaccharide gum-1""]"
p00143,PIXI Glow Tonic Serum 30ml,PIXI,26.0,Serum,"[""aqua/water/eau"", ""glycerin"", ""glycolic acid"", ""polysorbate 20"", ""ammonium hydroxide"", ""hydroxyethylcellulose"", ""phenoxyethanol"", ""ethylhexylglycerin"", ""arginine"", ""cucumis sativus  fruit extract"", ""aloe barbadensis leaf extract"", ""panax ginseng root extract"", ""parfum/fragrance"", ""tocopheryl acetate"", ""ascorbic acid"", ""ascorbyl palmitate"", ""retinyl palmitate"", ""triethanolamine"", ""cyclohexasiloxane"", ""hydrogenated lecithin"", ""lecithin"", ""cyclopentasiloxane"", ""caprylic/capric triglyceride"", ""sucrose"", ""xanthan gum"", ""bht"", ""disodium edta""]"
p00144,DECLÉOR Aromessence Neroli Amara Serum 15ml,DECLÉOR,36.4,Serum,"[""corylus avellana  seed oil"", ""citrus aurantium amara  oil"", ""citrus aurantium amara  neroli oil"", ""santalum album  oil"", ""juniperus communis fruit oil"", ""salvia sclarea  oil"", ""carum petroselinum  oil"", ""linalool"", ""d-limonene"", ""geraniol"", ""farnesol""]"
p00145,The Ordinary Amino Acids + B5,The Ordinary,5.9,Serum,"[""water"", ""propanediol"", ""betaine"", ""sodium pca"", ""panthenol"", ""sodium lactate"", ""arginine"", ""pca"", ""aspartic acid"", ""glycine"", ""alanine"", ""serine"", ""threonine"", ""valine"", ""proline"", ""isoleucine"", ""lysine hcl"", ""histidine"", ""phenylalanine"", ""glutamic acid"", ""citric acid"", ""dimethyl isosorbide"", ""polysorbate 20"", ""trisodium ethylenediamine disuccinate"", ""1"", ""2-hexanediol"", ""caprylyl glycol""]"
p00146,Lancôme Advanced Génifique Eye and Lash Serum - Light Pearl 20ml,Lancôme,44.55,Serum,"[""water"", ""bifdia ferment lysate"", ""propanediol"", ""glycerin"", ""alochol denat"", ""dimethicone"", ""c13-14 isoparaffin"", ""escin"", ""tocopheryl acetate"", ""sodium benzoate"", ""phenoxethanol"", ""adenosine"", ""caffeine"", ""polyacrylamide"", ""chlorphenesin"", ""polymethylsilsesquioxane"", ""chilorella vulgaris extract"", ""salicyloyl phytosphingosine"", ""dimethiconevinyl dimethicone crosspolymer"", ""ammonium polyacryldimethyltauramide/ammonium polyacryloyldmethyl taurate"", ""dimethiconol"", ""pentaerythrityl etraethylhexanoate"", ""xanthan gum"", ""caprylic/capric triglyceride"", ""bis-peg/ppg-16/16 dimethicone"", ""bht"", ""laureth-7""]"
p00147,REN Clean Skincare Radiance Perfection Serum,REN,38.0,Serum,"[""water"", ""glycerin"", ""alcohol denat"", ""cetearyl olivate"", ""ascorbyl tetraisopalmitate"", ""oryza sativa  bran oil"", ""oryza sativa  germ oil"", ""phospholipids"", ""sorbitan olivate"", ""mannitol"", ""vaccinium vitis-idaea  seed oil"", ""faex  extract"", ""sodium hyaluronate"", ""hippophae rhamnoides fruit extract"", ""panax ginseng root extract"", ""tocopherol"", ""xanthan gum"", ""lactic acid"", ""glycyrrhiza glabra  root extract"", ""glycogen"", ""magnesium ascorbyl phosphate"", ""rumex occidentalis extract"", ""parfum"", ""citrus limon  fruit extract"", ""gynostemma pentaphyllum leaf extract"", ""ananas sativus  fruit extract"", ""passiflora edulis fruit extract"", ""vitis vinifera  fruit extract"", ""citrus aurantium amara  flower water extract"", ""phenoxyethanol"", ""sodium hydroxymethylglycinate"", ""helianthus annuus  seed oil"", ""rosmarinus officinalis  leaf extract"", ""potassium sorbate"", ""sodium bisulfite"", ""limonene"", ""linalool""]"
p00148,Sanctuary Spa Hyaluronic Wonder Oil Serum 30ml,Sanctuary Spa,20.0,Serum,"[""water"", ""sodium laureth sulfate"", ""acrylates copolymer"", ""cocamidopropyl betaine"", ""coco-glucoside"", ""glyceryl oleate"", ""phenoxyethanol"", ""benzyl alcohol"", ""sodium benzoate"", ""peg-40 hydrogenated castor oil"", ""trideceth-9"", ""sodium chloride"", ""citric acid"", ""pelargonium graveolens flower oil"", ""sodium gluconate"", ""propylene glycol"", ""quaternium-80"", ""sodium hydroxide"", ""benzophenone-4"", ""pentylene glycol"", ""agar"", ""polyquaternium-11"", ""1"", ""2-hexanediol"", ""caprylyl glycol"", ""simmondsia chinensis  seed oil"", ""prunus amygdalus dulcis  oil"", ""ci 77019"", ""tocopheryl acetate"", ""tin oxide"", ""ci 77891"", ""ci 73360 ""]"
p00149,La Roche-Posay Hydraphase Intense Serum (30ml),La Roche-Posay,22.0,Serum,"[""water"", ""butylene glycol"", ""alcohol denat"", ""glycerin"", ""bis-peg-18 methyl ether dimethyl silane"", ""paraffinum liquidum"", ""carbomer"", ""sodium hydroxide"", ""arginine"", ""pca"", ""serine"", ""ascorbyl glucoside"", ""ammonium polyacryldimethyltauramide"", ""hydrolyzed hyaluronic acid"", ""xanthan gum"", ""phenoxyethanol"", ""parfum""]"
p00150,L'Oréal Paris Hydra Genius Liquid Care Moisturiser Combination Skin 70ml,L'Oréal Paris,9.99,Serum,"[""aqua / water"", ""glycerin"", ""alcohol denat"", ""dimethicone"", ""isononyl isononanoate"", ""silanetriol"", ""carbomer"", ""triethanolamine"", ""dimethiconol"", ""aloe barbadensis leaf juice"", ""sodium hyaluronate"", ""silica dimethyl silylate [nano] / silica dimethyl silylate"", ""hyaluronic acid"", ""phyllostachys bambusoides extract"", ""caprylyl glycol"", ""tetrasodium edta"", ""citric acid"", ""biosaccharide gum-1"", ""xanthan gum"", ""panthenol"", ""menthoxypropanediol"", ""ethylhexyl palmitate"", ""butylene glycol"", ""hexylene glycol"", ""tocopherol"", ""potassium sorbate"", ""sorbic acid"", ""methylparaben"", ""sodium benzoate"", ""phenoxyethanol"", ""chlorphenesin"", ""ci 42090 / blue 1"", ""linalool"", ""limonene"", ""parfum / fragrance""]"
p00151,bareMinerals SkinLongevity Vital Power Infusion Serum 50ml,bareMinerals,48.0,Serum,"[""water"", ""propanediol"", ""peg-6"", ""niacinamide"", ""ascorbyl glucoside"", ""glycerin"", ""peg/ppg-17/4 dimethyl ether"", ""isodecyl neopentanoate"", ""squalane"", ""butylene glycol"", ""dimethicone"", ""peg-400"", ""potassium hydroxide"", ""isostearic acid"", ""carbomer"", ""alcohol"", ""ethylhexylglycerin"", ""lauryl betaine"", ""behenyl alcohol"", ""stearamidopropyl dimethylamine"", ""xanthan gum"", ""sodium citrate"", ""beheneth-20"", ""acrylates/c10-30 alkyl acrylate crosspolymer"", ""tocopherol"", ""batyl alcohol"", ""disodium edta"", ""sodium metaphosphate"", ""citric acid"", ""polysorbate 20"", ""sodium metabisulfite"", ""peucedanum japonicum leaf/ stem extract"", ""eschscholtzia californica leaf cell extract"", ""saccharomyces ferment lysate filtrate"", ""citrus unshiu peel extract"", ""palmitoyl tetrapeptide-7"", ""palmitoyl tripeptide-1"", ""zingiber aromaticus extract"", ""fragrance"", ""limonene"", ""linalool"", ""geraniol"", ""sodium benzoate"", ""phenoxyethanol"", ""iron oxides ""]"
p00152,REN Clean Skincare Evercalm Anti-Redness Serum,REN,32.0,Serum,"[""citrus aurantium dulcis  flower water"", ""glycerin"", ""caprylic/capric triglyceride"", ""alcohol"", ""cetearyl olivate"", ""phospholipids"", ""glycine soja  oil"", ""sorbitan olivate"", ""vaccinium vitis-idaea  seed oil"", ""phenoxyethanol"", ""inulin"", ""lactose"", ""milk protein"", ""alaria esculenta extract"", ""aster maritima extract"", ""laminaria ochroleuca extract"", ""arnica montana flower extract"", ""laminaria digitata extract"", ""sodium hyaluronate"", ""sodium carboxymethyl betaglucan"", ""oryza sativa  extract"", ""alpha-glucan oligosaccharide"", ""rumex occidentalis extract"", ""tocopherol"", ""xanthan gum"", ""sodium hydroxymethylglycinate"", ""lactic acid"", ""sodium citrate""]"
p00153,Elizabeth Arden Advanced Ceramide Capsules Daily Youth Restoring Eye Serum (60 Pack),Elizabeth Arden,52.0,Serum,"[""cyclopentasiloxane"", ""isononyl"", ""isononanoate"", ""isododecane"", ""isopropyl myristate"", ""isopropyl palmitate"", ""caprylic/capric triglyceride"", ""camellia japonica seed oil"", ""dimethicone"", ""ceramide 1"", ""ceramide 3"", ""ceramide 6 ii"", ""cholesterol"", ""cocos nucifera  oil"", ""crithmum maritimum extract"", ""dimethiconol"", ""dimethyl isosorbide"", ""humulus lupulus  strobile"", ""lecithin"", ""medicago sativa  extract"", ""neoruscogenin"", ""palmitoyl hexapeptide-14"", ""phytosphingosine"", ""polysilicone-11"", ""retinyl palmitate"", ""ruscogenin"", ""squalene"", ""tocopherol""]"
p00154,Estée Lauder Perfectionist Pro Multi-Defense Aqua UV Gel SPF 50 with 8 Anti-Oxidants,Estée Lauder,32.4,Serum,"[""water\\aqua\\eau"", ""homosalate"", ""alcohol denat"", ""ethylhexyl salicylate"", ""butyl methoxydibenzoylmethane"", ""benzophenone-3"", ""octocrylene"", ""butylene glycol"", ""polymethylsilsesquioxane"", ""camellia sinensis  leaf extract"", ""thermus thermophillus ferment"", ""alcaligenes polysaccharides"", ""glycerin"", ""anthemis nobilis  flower extract"", ""triticum vulgare  germ extract"", ""polygonum cuspidatum root extract"", ""opuntia tuna extract"", ""lilium tigrinum extract"", ""laminaria ochroleuca extract"", ""hordeum vulgare  extract\\extrait d'orge"", ""sucrose"", ""caffeine"", ""cholesterol"", ""ergothioneine"", ""squalane"", ""dextrin palmitate"", ""glyceryl stearate"", ""algae extract"", ""acrylates copolymer"", ""caprylic/capric triglyceride"", ""caprylyl glycol"", ""tocopheryl acetate"", ""sorbeth-30 tetraisostearate"", ""acrylates/c10-30 alkyl acrylate crosspolymer"", ""dipropylene glycol"", ""dehydroxanthan gum"", ""tetrahexyldecyl ascorbate"", ""sorbitan sesquiisostearate"", ""ethylbisiminomethylguaiacol manganese chloride"", ""acrylates/beheneth-25 methacrylate copolymer"", ""carbomer"", ""sodium hyaluronate"", ""ammonium acryloyldimethyltaurate/vp copolymer"", ""ppg-8-ceteth-20"", ""hexylene glycol"", ""sodium hydroxide"", ""cyclodextrin"", ""disodium edta"", ""bht"", ""phenoxyethanol""]"
p00155,NIP+FAB Retinol Fix Serum Extreme 50ml,NIP+FAB,29.95,Serum,"[""water"", ""glycerin"", ""ammonium acryloyldimethyltaurate/vp copolymer"", ""dimethicone"", ""peg-40 hydrogenated castor oil"", ""phenoxyethanol"", ""butylene glycol"", ""bisabolol"", ""benzyl alcohol"", ""retinyl palmitate"", ""parfum"", ""disodium edta"", ""ethylhexylglycerin"", ""dehydroacetic acid"", ""carbomer"", ""sodium lactate"", ""benzyl salicylate"", ""sodium hydroxide"", ""polysorbate 20"", ""hexyl cinnamal"", ""tocopherol"", ""linalool"", ""limonene"", ""aloe barbadensis leaf juice"", ""palmitoyl tripeptide-1"", ""palmitoyl tetrapeptide-7""]"
p00156,Origins Plantscription Anti-Aging Power Serum 50ml,Origins,65.0,Serum,"[""water\\aqua\\eau"", ""butylene glycol"", ""dimethicone"", ""jojoba esters"", ""glycerin"", ""rosa damascena flower oil"", ""lavandula angustifolia  oil"", ""pelargonium\u00a0graveolens flower oil"", ""illicium verum  fruit/seed oil"", ""citrus aurantium bergamia  fruit oil"", ""carthamus tinctorius  seed oil"", ""myristica fragrans  kernel oil"", ""citrus aurantium dulcis  peel oil"", ""citrus nobilis  peel oil"", ""citrus limon  peel\u00a0oil"", ""litsea cubeba fruit oil"", ""hibiscus abelmoschus extract"", ""limonene"", ""linalool"", ""geraniol"", ""citronellol"", ""sigesbeckia orientalis  extract"", ""prunus amygdalus dulcis  seed extract"", ""anogeissus leiocarpus bark extract"", ""pisum sativum  extract"", ""bambusa vulgaris  extract"", ""crithmum maritimum extract"", ""centaurium erythraea  extract"", ""laminaria digitata extract"", ""coffea arabica  seed extract"", ""rosmarinus officinalis\u00a0 leaf extract"", ""rubus idaeus  leaf extract"", ""polymethylsilsesquioxane"", ""cucumis sativus  fruit extract"", ""pyrus malus  fruit\u00a0extract"", ""commiphora mukul resin extract"", ""scutellaria baicalensis root extract"", ""dicaprylyl carbonate"", ""acetyl hexapeptide-8"", ""caffeine"", ""phytosphingosine"", ""sodium\u00a0hyaluronate"", ""lecithin"", ""methyl trimethicone"", ""glucosamine hcl"", ""hydrogenated vegetable oil"", ""hydrolyzed algin"", ""micrococcus lysate"", ""carbomer"", ""caprylic/capric\u00a0triglyceride"", ""ammonium acryloyldimethyltaurate/vp copolymer"", ""caprylyl glycol"", ""tetrahexyldecyl ascorbate"", ""polysilicone-11"", ""tromethamine"", ""sodium phytate"", ""hexylene glycol"", ""silica"", ""phenoxyethanol""]"
p00157,Estée Lauder Perfectionist Pro Rapid Brightening Treatment with Ferment2+ Vitamin C 50ml,Estée Lauder,77.4,Serum,"[""water\\aqua\\eau"", ""butylene glycol"", ""glycerin"", ""glycereth-26"", ""isononyl isononanoate"", ""dimethicone"", ""propanediol"", ""ascorbyl glucoside"", ""algae extract"", ""sucrose"", ""acetyl glucosamine"", ""hydroxyethyl urea"", ""lens esculenta  fruit extract"", ""citrullus lanatus  fruit extract"", ""pyrus malus  fruit extract"", ""molasses extract\\saccharum officinarum\\extrait de melasse"", ""myrtus communis leaf extract"", ""avena sativa  kernel extract"", ""triticum vulgare  germ extract"", ""hordeum vulgare  extract\\extrait d'orge"", ""cladosiphon okamuranus extract"", ""salicylic acid"", ""hydrolyzed prunus domestica"", ""caffeine"", ""sodium lactate"", ""dipotassium glycyrrhizate"", ""squalane"", ""oryzanol"", ""resveratrol"", ""sodium hyaluronate"", ""sodium pca"", ""ethylhexylglycerin"", ""bis-peg-18 methyl ether dimethyl silane"", ""tocopheryl acetate"", ""peg-75"", ""oleth-3 phosphate"", ""sorbitol"", ""caprylyl glycol"", ""oleth-3"", ""sodium polyaspartate"", ""oleth-5"", ""acrylates/c10-30 alkyl acrylate crosspolymer"", ""propylene glycol caprylate"", ""dextrin"", ""yeast extract\\faex\\extrait de levure"", ""choleth-24"", ""carbomer"", ""sodium hydroxide"", ""ceteth-24"", ""xanthan gum"", ""fragrance"", ""glyceryl acrylate/acrylic acid copolymer"", ""citric acid"", ""sodium citrate"", ""disodium edta"", ""bht"", ""potassium sorbate"", ""sodium benzoate"", ""phenoxyethanol""]"
p00158,Peter Thomas Roth Retinol Fusion PM 30ml,Peter Thomas Roth,55.5,Serum,"[""cyclopentasiloxane"", ""squalane"", ""water/aqua/eau"", ""retinol"", ""tocopheryl acetate"", ""ascorbyl palmitate"", ""bisabolol"", ""lecithin"", ""potassium phosphate"", ""pentylene glycol"", ""polysorbate- 20"", ""alcohol""]"
p00159,Elizabeth Arden Skin Illuminating Advanced Brightening Night Capsules (50 Capsules),Elizabeth Arden,60.0,Serum,"[""cyclopentasiloxane"", ""cyclohexasiloxane"", ""caprylic/capric triglyceride"", ""dimethicone/vinyl dimethicone crosspolymer"", ""neopentyl glycol diheptanoate"", ""silica"", ""tetrahexyldecyl ascorbate"", ""brassica campestris  sterols"", ""glycolic acid"", ""glycyrrhiza glabra  root extract"", ""humulus lupulus  strobile"", ""isoceteth-10"", ""lactic acid"", ""niacinamide"", ""parfum/fragrance"", ""phoenix dactylifera  seed"", ""polyvinyl alcohol"", ""sodium ascorbyl phosphate"", ""spilanthes acmella flower extract"", ""tocopherol"", ""tocopheryl acetate"", ""tryptophan"", ""butylphenyl methylpropional"", ""citronellol"", ""geraniol"", ""hexyl cinnamal"", ""limonene"", ""linalool""]"
p00160,Caudalie VineActiv Glow Activating Anti-Wrinkle Serum 30ml,Caudalie,36.0,Serum,"[""aqua/water/eau"", ""squalane"", ""butylene glycol"", ""glycerin"", ""c14-22 alcohols"", ""ethylhexylglycerin"", ""ascorbyl tetraisopalmitate"", ""polyacrylate crosspolymer-6"", ""parfum"", ""tocopherol"", ""glyceryl stearate se"", ""palmitoyl grape seed extract"", ""c12-20 alkyl glucoside"", ""hydrolyzed hyaluronic acid"", ""phenylpropanol"", ""picea abies extract"", ""propanediol"", ""acacia senegal gum"", ""caprylyl glycol"", ""xanthan gum"", ""sodium phytate"", ""citric acid""]"
p00161,Sukin Super Greens Recovery Serum 30ml,Sukin,13.95,Serum,"[""water"", ""caprylic/capric triglyceride"", ""glycerin"", ""glyceryl stearate"", ""decyl oleate"", ""theobroma cacao  seed butter"", ""vitis vinifera  seed oil"", ""persea gratissima  oil"", ""tocopherol"", ""xanthan gum"", ""sodium stearoyl glutamate"", ""daucus carota sativa  seed oil"", ""euterpe oleracea fruit extract"", ""lycium barbarum fruit extract"", ""spirulina platensis extract"", ""chlorella vulgaris extract"", ""petroselinum crispum  extract"", ""brassica oleracea acephala leaf extract"", ""fragrance"", ""lactic acid"", ""phenoxyethanol"", ""benzyl alcohol""]"
p00162,Pai Skincare Back to Life Hydration Serum 30ml,Pai Skincare,42.0,Serum,"[""water"", ""glycerin"", ""lactobacillus ferment"", ""cocos nucifera  fruit extract"", ""simmondsia chinensis seed oil"", ""hyaluronic acid"", ""kunzea pomifera fruit extract"", ""syzygium luehmannii fruit extract"", ""tasmannia\u00a0lanceolata fruit extract"", ""sodium levulinate"", ""lysolecithin"", ""sclerotium gum"", ""sodium anisate"", ""xanthan gum"", ""pullulan"", ""helianthus annuus seed oil"", ""jasminum grandiflorum flower extract"", ""litsea cubeba fruit oil"", ""pelargonium graveolens oil"", ""lactic acid"", ""tocopherol"", ""silica""]"
p00163,OSKIA Super 16 Serum (30ml),OSKIA,90.0,Serum,"[""aqua; helianthus annuus seed oil; glycerin; caprylic/capric triglyceride; bakuchiol; butylene glycol; dimethyl sulfone; boerhavia diffusa root extract; lupinus albus seed extract; chondrus crispus extract; crithmum maritimum callus culture filtrate; crithmum maritimum extract; malus domestica fruit cell culture extract; sodium hyaluronate; opuntia ficus-indica stem dry matter; retinyl palmitate; rosa damascena flower oil; disodium edta; glucose; glyceryl linoleate; glyceryl linolenate; inulin lauryl carbamate; lecithin; sodium ascorbyl phosphate; sodium lactate; sodium pca; sorbitol; tocopherol; tocopheryl acetate; xanthan gum; caprylyl glycol; ethylhexylglycerin; phenethyl alcohol; phenoxyethanol; citronellol; geraniol; linalool""]"
p00164,La Roche-Posay Pigmentclar Serum 30ml,La Roche-Posay,30.0,Serum,"[""aqua/water/eau"", ""glycerin"", ""dimethicone"", ""alcohol denat"", ""niacinamide"", ""isopropyl lauroyl sarcosinate"", ""octyldodecanol"", ""peg-20 methyl glucose sesquistearate"", ""dimethiconol"", ""cetearyl ethylhexanoate"", ""isohexadecane"", ""sodium hyaluronate"", ""ginkgo biloba extract/ ginkgo biloba leaf extract"", ""phenylethyl resorcinol"", ""poloxamer 338"", ""ammonium polyacryldimethyltauramide/ammonium polyacryloyldimethyl taurate"", ""disodium edta"", ""isopropyl myristate"", ""capryloyl"", ""salicylic acid"", ""xanthan gum"", ""ferulic acid"", ""polysorbate 80"", ""acrylamide/sodium"", ""acryloyldimethyl taurate copolymer"", ""phenoxyethanol"", ""ci 77891/titanium dioxide"", ""mica"", ""parfum/fragrance""]"
p00165,"Clinique Repairwear Laser Focus Smooths, Restores, Refines 50ml",Clinique,47.0,Serum,"[""water\\aqua\\eau"", ""dimethicone"", ""butylene glycol"", ""methyl trimethicone"", ""vinyl dimethicone/methicone silsesquioxane crosspolymer"", ""polysorbate 20"", ""bis-peg-18 methyl ether dimethyl silane"", ""glycerin"", ""silica"", ""polymethylsilsesquioxane"", ""lauryl peg-9 polydimethylsiloxyethyl dimethicone"", ""methyl gluceth-20"", ""polysilicone-11"", ""sigesbeckia orientalis  extract"", ""salvia sclarea  extract"", ""acetyl glucosamine"", ""plankton extract"", ""whey protein\\lactis protein\\prot\u00e9ine du petit-lait"", ""sea whip extract"", ""arabidopsis thaliana extract"", ""caffeine"", ""acetyl hexapeptide-8"", ""glycine soja  protein"", ""sodium hyaluronate"", ""micrococcus lysate"", ""palmitoyl oligopeptide"", ""ergothioneine"", ""aminopropyl ascorbyl phosphate"", ""caprylyl glycol"", ""ethylhexylglycerin"", ""tocopheryl acetate"", ""cholesterol"", ""glyceryl polymethacrylate"", ""sodium hydroxide"", ""lecithin"", ""carbomer"", ""peg-8"", ""xanthan gum"", ""citric acid"", ""disodium edta"", ""phenoxyethanol""]"
p00166,DECLÉOR Aromessence Green Mandarin Essential Oil Serum 15ml,DECLÉOR,38.5,Serum,"[""macadamia integrifolia seed oil"", ""helianthus annuus seed oil / sunflower seed oil"", ""prunus armeniaca kernel oil / apricot kernel oil"", ""limonene"", ""citrus nobilis peel oil / mandarin orange peel oil"", ""sclerocarya birrea seed oil"", ""citrus limon peel oil / lemon peel oil"", ""citrus aurantium dulcis peel oil / orange peel oil"", ""daucus carota sativa root extract / carrot root extract"", ""tocopherol"", ""fusanus spicatus wood oil"", ""jasminum sambac flower extract / jasmine flower extract"", ""citrus paradisi peel oil / grapefruit peel oil"", ""citral"", ""linalool"", ""benzyl alcohol"", ""farnesol"", ""haematococcus pluvialis extract"", ""caprylic/capric triglyceride"", ""geraniol""]"
p00167,DECLÉOR Organic Aromessence Rose d'Orient Soothing Comfort Oil Serum,DECLÉOR,36.4,Serum,"[""prunus amygdalus dulcis oil / sweet almond oil"", ""prunus armeniaca kernel oil / apricot kernel oil"", ""tocopherol"", ""pelargonium graveolens flower oil"", ""anthemis nobilis flower oil"", ""fusanus spicatus wood oil"", ""citronellol"", ""citrus aurantium bergamia peel oil / bergamot peel oil"", ""geraniol"", ""rosa damascena flower oil"", ""helianthus annuus seed oil / sunflower seed oil"", ""linalool"", ""limonene"", ""farnesol"", ""citral""]"
